side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,0,16,1845,0,0,91,58
DT  ,1,7,31,1697,1,0,177,185
DT+F,2,0,18,267,0,0,55,45
F   ,1135,754,0,1,871,1338,0,3
