side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,1,11,13375,1,2,157,78
DT  ,0,6,43,1776,0,0,261,216
DT+F,0,3,14,398,0,0,72,71
F   ,12154,853,0,2,1470,1438,0,3
