,Li,lamb,Co,Al,u,eta
0,1.0,0.6976047904191617,117.0,115.0,0.508695652173913,0.35486852382192136
1,2.0,0.20658682634730538,27.0,42.0,0.1428571428571429,0.02951240376390078
2,3.0,0.05688622754491018,3.0,16.0,-0.71875,-0.04088697604790419
3,4.0,0.02694610778443114,3.0,6.0,-0.5,-0.01347305389221557
4,5.0,0.0029940119760479044,0.0,1.0,-2.0,-0.005988023952095809
5,6.0,0.008982035928143712,1.0,2.0,-1.0,-0.008982035928143712
