t,-2.0,-1.0,0.0,1.0,2.0
-2.0,3057,1829,358,91,0
-1.0,1008,70893,2439,611,603
0.0,698,2067,69691,1631,950
1.0,572,632,2091,68217,1484
2.0,0,134,458,2445,4144
