,Li,lamb,Co,Al,u,eta
0,1.0,0.9073427871408419,5391.0,6829.0,0.39471372089617807,0.3581406476406706
1,2.0,0.0845645556462989,261.0,878.0,-0.2027334851936219,-0.017144067090024154
2,3.0,0.006236543173212562,15.0,69.0,-0.673913043478261,-0.004202887790643249
3,4.0,0.0007424456158586384,6.0,4.0,1.5,0.0011136684237879576
4,5.0,0.0005939564926869107,5.0,3.0,2.166666666666667,0.0012869057341549732
5,6.0,0.00014848912317172767,0.0,2.0,-2.5,-0.0003712228079293192
6,7.0,7.424456158586383e-05,0.0,1.0,-3.0,-0.0002227336847575915
7,8.0,7.424456158586383e-05,0.0,1.0,-3.5,-0.0002598559655505234
8,9.0,7.424456158586383e-05,0.0,1.0,-4.0,-0.00029697824634345533
9,10.0,7.424456158586383e-05,1.0,0.0,inf,inf
10,19.0,7.424456158586383e-05,1.0,0.0,inf,inf
