,Li,lamb,Co,Al,u,eta
0,0.5,0.9174216390711236,8329.0,9290.0,0.47413885898815933,0.43498524916022946
1,1.0,0.07289388732687702,425.0,975.0,0.21794871794871795,0.015887129289191143
2,1.5,0.00645631573466625,38.0,86.0,0.08139534883720934,0.0005255140714263229
3,2.0,0.001145475372279496,9.0,13.0,0.1923076923076923,0.00022028372543836462
4,2.5,0.0006768718108924295,7.0,6.0,0.7083333333333335,0.0004794508660488043
5,3.0,0.0006768718108924295,7.0,6.0,0.7500000000000001,0.0005076538581693222
6,3.5,0.0002603353118817036,2.0,3.0,-0.08333333333333337,-2.169460932347531e-05
7,4.0,0.0002082682495053629,1.0,3.0,-0.8333333333333335,-0.00017355687458780246
8,4.5,0.00010413412475268145,2.0,0.0,inf,inf
9,6.0,5.206706237634073e-05,1.0,0.0,inf,inf
10,6.5,0.00010413412475268145,2.0,0.0,inf,inf
