,Li,lamb,Co,Al,u,eta
0,1.0,0.8939213873850081,9578.0,10730.0,0.4463187325256291,0.3989738605952287
1,2.0,0.09177340551960914,506.0,1579.0,-0.17954401519949337,-0.016477365715521972
2,3.0,0.0090232844755491,52.0,153.0,-0.4901960784313726,-0.004423178664484853
3,4.0,0.0024648972225890225,9.0,47.0,-1.1170212765957448,-0.0027533426422536957
4,5.0,0.000792288392975043,4.0,14.0,-1.2857142857142858,-0.0010186565052536266
5,6.0,0.0004841762401514151,6.0,5.0,1.0999999999999999,0.0005325938641665565
6,7.0,0.00013204806549584047,1.0,2.0,-1.25,-0.0001650600818698006
7,8.0,8.803204366389365e-05,0.0,2.0,-3.5,-0.0003081121528236278
8,9.0,0.00013204806549584047,2.0,1.0,5.0,0.0006602403274792024
9,10.0,0.0001760640873277873,2.0,2.0,0.5,8.803204366389365e-05
10,11.0,4.401602183194683e-05,1.0,0.0,inf,inf
11,12.0,4.401602183194683e-05,1.0,0.0,inf,inf
12,13.0,4.401602183194683e-05,1.0,0.0,inf,inf
13,14.0,8.803204366389365e-05,0.0,2.0,-6.5,-0.0005722082838153088
14,15.0,8.803204366389365e-05,0.0,2.0,-7.0,-0.0006162243056472556
15,16.0,4.401602183194683e-05,0.0,1.0,-7.5,-0.0003301201637396012
16,20.0,4.401602183194683e-05,1.0,0.0,inf,inf
17,22.0,4.401602183194683e-05,0.0,1.0,-10.5,-0.00046216822923544166
18,23.0,4.401602183194683e-05,0.0,1.0,-11.0,-0.0004841762401514151
19,26.0,4.401602183194683e-05,1.0,0.0,inf,inf
20,27.0,0.00013204806549584047,0.0,3.0,-13.0,-0.0017166248514459263
21,28.0,4.401602183194683e-05,0.0,1.0,-13.5,-0.0005942162947312822
22,29.0,0.00013204806549584047,0.0,3.0,-14.0,-0.0018486729169417666
23,31.0,8.803204366389365e-05,0.0,2.0,-15.0,-0.0013204806549584047
24,33.0,4.401602183194683e-05,0.0,1.0,-16.0,-0.0007042563493111492
25,34.0,4.401602183194683e-05,0.0,1.0,-16.5,-0.0007262643602271227
