,Li,lamb,Co,Al,u,eta
0,0.5,0.8456778955747729,10833.0,12539.0,0.46598612329531863,0.3940741641154317
1,1.0,0.11777689329522018,908.0,2346.0,0.1935208866155158,0.02279228881331201
2,1.5,0.025581647791004813,160.0,547.0,-0.03062157221206585,-0.0007833502751358887
3,2.0,0.006730108188298296,46.0,140.0,-0.17142857142857149,-0.0011537328322797082
4,2.5,0.0018815356225350074,10.0,42.0,-0.45238095238095233,-0.0008511708768610747
5,3.0,0.0013387849621883706,14.0,23.0,-0.08695652173913038,-0.00011641608366855389
6,3.5,0.00032565039620798203,4.0,5.0,0.15000000000000008,4.884755943119733e-05
7,4.0,0.0002171002641386547,4.0,2.0,2.5,0.0005427506603466368
8,4.5,7.23667547128849e-05,0.0,2.0,-1.75,-0.00012664182074754857
9,5.0,0.0001447335094257698,3.0,1.0,5.5,0.0007960343018417338
10,5.5,7.23667547128849e-05,2.0,0.0,inf,inf
11,6.0,7.23667547128849e-05,0.0,2.0,-2.5,-0.00018091688678221224
12,7.5,3.618337735644245e-05,1.0,0.0,inf,inf
13,8.5,3.618337735644245e-05,1.0,0.0,inf,inf
14,9.0,3.618337735644245e-05,1.0,0.0,inf,inf
