,Li,lamb,Co,Al,u,eta
0,0.5,0.9310122501611864,3787.0,4876.0,0.44416529942575883,0.41352333486189286
1,1.0,0.05888673973780357,120.0,428.0,0.14018691588785048,0.00825515043053321
2,1.5,0.00548033526756931,9.0,42.0,-0.0892857142857143,-0.000489315648890117
3,2.0,0.0018267784225231033,8.0,9.0,0.38888888888888884,0.0007104138309812068
4,2.5,0.0004298302170642596,1.0,3.0,-0.3333333333333335,-0.00014327673902141992
5,3.0,0.0005372877713303245,3.0,2.0,1.25,0.0006716097141629056
6,3.5,0.0004298302170642596,2.0,2.0,0.5,0.0002149151085321298
7,4.0,0.0001074575542660649,0.0,1.0,-1.5,-0.00016118633139909736
8,4.5,0.0002149151085321298,0.0,2.0,-1.75,-0.00037610143993122713
9,5.0,0.0003223726627981947,1.0,2.0,-0.75,-0.00024177949709864604
10,5.5,0.0003223726627981947,0.0,3.0,-2.25,-0.0007253384912959381
11,6.0,0.0001074575542660649,0.0,1.0,-2.5,-0.00026864388566516224
12,8.0,0.0001074575542660649,1.0,0.0,inf,inf
13,9.0,0.0001074575542660649,1.0,0.0,inf,inf
14,17.0,0.0001074575542660649,1.0,0.0,inf,inf
