side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,3,7,107,3597,5,5,280,795
DT  ,9,42,254,5494,17,16,936,2269
DT+F,11,5,74,1068,3,10,165,480
F   ,2647,3399,0,32,2104,5552,0,68
