,Li,lamb,Co,Al,u,eta
0,1.0,0.9400188422485083,3556.0,5423.0,0.3278628065646321,0.3081972158432321
1,2.0,0.046372867162148015,81.0,362.0,-0.2762430939226519,-0.012810184298935915
2,3.0,0.007746257720087931,13.0,61.0,-0.680327868852459,-0.00526999500628933
3,4.0,0.004082487176803098,8.0,31.0,-0.9838709677419355,-0.004016640609435306
4,5.0,0.0007327541086569664,2.0,5.0,-1.0,-0.0007327541086569664
5,6.0,0.00010467915837956663,1.0,0.0,inf,inf
6,7.0,0.00010467915837956663,0.0,1.0,-3.0,-0.0003140374751386999
7,8.0,0.00010467915837956663,1.0,0.0,inf,inf
8,9.0,0.00020935831675913326,0.0,2.0,-4.0,-0.000837433267036533
9,12.0,0.00020935831675913326,0.0,2.0,-5.5,-0.0011514707421752329
10,15.0,0.00010467915837956663,1.0,0.0,inf,inf
11,16.0,0.00010467915837956663,1.0,0.0,inf,inf
12,19.0,0.00010467915837956663,1.0,0.0,inf,inf
