side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,1,3,53,9601,1,3,601,606
DT  ,16,63,214,5905,6,18,1094,2229
DT+F,6,13,77,1461,6,2,205,479
F   ,8111,3576,2,15,2722,5867,3,58
