,Li,lamb,Co,Al,u,eta
0,0.5,0.9435897435897436,3786.0,4861.0,0.4447130220119317,0.41962664641125863
1,1.0,0.04746317512274959,91.0,344.0,0.13226744186046513,0.0062778327560613564
2,1.5,0.00425531914893617,9.0,30.0,-0.02499999999999991,-0.00010638297872340387
3,2.0,0.0029459901800327334,9.0,18.0,0.0,0.0
4,2.5,0.0007637752318603383,3.0,4.0,0.1875,0.00014320785597381344
5,3.0,0.0003273322422258593,0.0,3.0,-1.0,-0.0003273322422258593
6,3.5,0.00010911074740861975,0.0,1.0,-1.25,-0.0001363884342607747
7,4.0,0.0002182214948172395,1.0,1.0,0.5,0.00010911074740861975
8,7.0,0.0002182214948172395,1.0,1.0,0.5,0.00010911074740861975
9,7.5,0.00010911074740861975,0.0,1.0,-3.25,-0.0003546099290780142
