,Li,lamb,Co,Al,u,eta
0,0.5,0.9177966101694915,4725.0,6104.0,0.44352064220183485,0.40706174195303996
1,1.0,0.07305084745762712,242.0,620.0,0.19516129032258067,0.01425669764898852
2,1.5,0.007203389830508475,25.0,60.0,0.06250000000000006,0.00045021186440678004
3,2.0,0.001016949152542373,2.0,10.0,-0.30000000000000004,-0.0003050847457627119
4,2.5,0.0002542372881355932,1.0,2.0,-0.125,-3.177966101694915e-05
5,3.0,0.00016949152542372882,1.0,1.0,0.5,8.474576271186441e-05
6,3.5,0.00016949152542372882,0.0,2.0,-1.25,-0.00021186440677966104
7,4.5,0.00016949152542372882,1.0,1.0,0.5,8.474576271186441e-05
8,6.0,8.474576271186441e-05,0.0,1.0,-2.5,-0.00021186440677966104
9,11.5,8.474576271186441e-05,1.0,0.0,inf,inf
