,Li,lamb,Co,Al,u,eta
0,0.5,0.8567329227323628,5865.0,6375.0,0.48,0.4112318029115341
1,1.0,0.10981243001119821,552.0,1017.0,0.2713864306784661,0.02980160342486795
2,1.5,0.02085666293393057,102.0,196.0,0.1403061224489796,0.0029263175034851567
3,2.0,0.006928891377379619,19.0,80.0,-0.26249999999999996,-0.0018188339865621499
4,2.5,0.0024496080627099664,7.0,28.0,-0.4375,-0.0010717035274356102
5,3.0,0.0013997760358342665,3.0,17.0,-0.7352941176470589,-0.0010292470851722547
6,3.5,0.0006998880179171332,1.0,9.0,-1.0555555555555554,-0.0007387706855791961
7,4.0,0.00041993281075027993,2.0,4.0,-0.5,-0.00020996640537513997
8,4.5,0.00013997760358342665,0.0,2.0,-1.75,-0.00024496080627099665
9,5.0,0.0002799552071668533,3.0,1.0,5.5,0.001539753639417693
10,8.0,6.998880179171333e-05,0.0,1.0,-3.5,-0.00024496080627099665
11,9.0,0.00013997760358342665,1.0,1.0,0.5,6.998880179171333e-05
12,9.5,6.998880179171333e-05,1.0,0.0,inf,inf
