,Li,lamb,Co,Al,u,eta
0,1.0,0.8827306676382184,9368.0,10015.0,0.46769845232151774,0.4128517670711348
1,2.0,0.10410784224428454,727.0,1558.0,-0.033376123234916566,-0.003474716172466494
2,3.0,0.010565625284634303,79.0,153.0,-0.22549019607843124,-0.00238244491712342
3,4.0,0.0015939520903543128,10.0,25.0,-0.7,-0.001115766463248019
4,5.0,0.0005009563712542126,1.0,10.0,-1.75,-0.000876673649694872
5,6.0,0.00027324892977502506,0.0,6.0,-2.5,-0.0006831223244375626
6,7.0,4.554148829583751e-05,0.0,1.0,-3.0,-0.00013662446488751253
7,10.0,4.554148829583751e-05,0.0,1.0,-4.5,-0.0002049366973312688
8,11.0,9.108297659167502e-05,2.0,0.0,inf,inf
9,13.0,4.554148829583751e-05,0.0,1.0,-6.0,-0.00027324892977502506
