side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,9,13,158,13014,14,8,1059,1566
DT  ,17,97,374,6577,33,14,1293,2896
DT+F,21,21,191,1896,15,4,428,932
F   ,10934,3776,3,79,4798,7369,2,89
