,Li,lamb,Co,Al,u,eta
0,1.0,0.9425934803451582,3458.0,4406.0,0.39241942805265545,0.3698919944432089
1,2.0,0.05081495685522531,73.0,351.0,-0.292022792022792,-0.01483912557738061
2,3.0,0.003595397890699904,8.0,22.0,-0.4545454545454546,-0.0016342717684999567
3,4.0,0.0009587727708533077,1.0,7.0,-1.2142857142857144,-0.0011642240788933024
4,5.0,0.0005992329817833174,1.0,4.0,-1.375,-0.0008239453499520614
5,6.0,0.00023969319271332693,1.0,1.0,0.5,0.00011984659635666346
6,8.0,0.0003595397890699904,1.0,2.0,-1.5,-0.0005393096836049856
7,9.0,0.0003595397890699904,0.0,3.0,-4.0,-0.0014381591562799617
8,10.0,0.0003595397890699904,1.0,2.0,-2.0,-0.0007190795781399808
9,14.0,0.00011984659635666346,0.0,1.0,-6.5,-0.0007790028763183125
