side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,0,26,13414,3,0,265,863
DT  ,3,18,86,7138,11,5,603,1940
DT+F,9,10,42,693,9,7,63,255
F   ,10906,3880,3,5,3630,5884,0,33
