side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,5,12,8,5292,3,2,33,750
DT  ,12,31,19,2812,18,21,168,1467
DT+F,1,3,7,122,9,1,5,92
F   ,4965,2424,0,39,1091,2055,0,58
