,Li,lamb,Co,Al,u,eta
0,1.0,0.9298223510142372,3545.0,3834.0,0.4623109024517475,0.42986701021719753
1,2.0,0.06060224266095502,157.0,324.0,-0.015432098765432167,-0.0009352197941505446
2,3.0,0.004913695350888245,11.0,28.0,-0.4107142857142858,-0.0020181248762576724
3,4.0,0.0015119062618117677,8.0,4.0,2.5,0.0037797656545294194
4,5.0,0.0006299609424215699,4.0,1.0,8.0,0.005039687539372559
5,6.0,0.00012599218848431397,1.0,0.0,inf,inf
6,7.0,0.00037797656545294193,1.0,2.0,-1.25,-0.0004724707068161774
7,8.0,0.0005039687539372559,0.0,4.0,-3.5,-0.0017638906387803955
8,9.0,0.00025198437696862794,1.0,1.0,0.5,0.00012599218848431397
9,10.0,0.00037797656545294193,2.0,1.0,5.5,0.0020788711099911806
10,11.0,0.00012599218848431397,0.0,1.0,-5.0,-0.0006299609424215699
11,13.0,0.00025198437696862794,0.0,2.0,-6.0,-0.0015119062618117675
12,15.0,0.00012599218848431397,0.0,1.0,-7.0,-0.0008819453193901977
13,18.0,0.00025198437696862794,0.0,2.0,-8.5,-0.0021418672042333373
14,39.0,0.00012599218848431397,1.0,0.0,inf,inf
