,Li,lamb,Co,Al,u,eta
0,1.0,0.9188144329896907,2173.0,2817.0,0.38569400070997517,0.3543812145698612
1,2.0,0.0624079528718704,70.0,269.0,-0.2397769516728625,-0.014963988699760749
2,3.0,0.0068114874815905745,10.0,27.0,-0.4444444444444444,-0.003027327769595811
3,4.0,0.003681885125184094,6.0,14.0,-0.6428571428571428,-0.00236692615190406
4,5.0,0.0022091310751104565,2.0,10.0,-1.5,-0.0033136966126656848
5,6.0,0.0009204712812960235,3.0,2.0,2.0,0.001840942562592047
6,7.0,0.0011045655375552283,0.0,6.0,-3.0,-0.0033136966126656848
7,8.0,0.0005522827687776141,0.0,3.0,-3.5,-0.0019329896907216496
8,9.0,0.0009204712812960235,1.0,4.0,-2.875,-0.002646354933726068
9,10.0,0.0003681885125184094,1.0,1.0,0.5,0.0001840942562592047
10,12.0,0.0001840942562592047,0.0,1.0,-5.5,-0.0010125184094256258
11,13.0,0.0003681885125184094,0.0,2.0,-6.0,-0.0022091310751104565
12,14.0,0.0001840942562592047,1.0,0.0,inf,inf
13,15.0,0.0003681885125184094,2.0,0.0,inf,inf
14,16.0,0.0003681885125184094,0.0,2.0,-7.5,-0.0027614138438880704
15,18.0,0.0003681885125184094,0.0,2.0,-8.5,-0.0031296023564064803
16,19.0,0.0001840942562592047,0.0,1.0,-9.0,-0.0016568483063328424
17,78.0,0.0001840942562592047,1.0,0.0,inf,inf
