,Li,lamb,Co,Al,u,eta
0,1.0,0.9009913258983892,3042.0,4228.0,0.3597445600756859,0.32412672816732496
1,2.0,0.0848822800495663,117.0,568.0,-0.29401408450704225,-0.024956585859643613
2,3.0,0.009789343246592317,19.0,60.0,-0.5249999999999999,-0.005139405204460965
3,4.0,0.001734820322180917,6.0,8.0,0.0,0.0
4,5.0,0.0003717472118959108,0.0,3.0,-2.0,-0.0007434944237918215
5,6.0,0.0003717472118959108,1.0,2.0,-1.0,-0.0003717472118959108
6,7.0,0.00024783147459727387,0.0,2.0,-3.0,-0.0007434944237918217
7,8.0,0.0003717472118959108,0.0,3.0,-3.5,-0.0013011152416356876
8,9.0,0.00024783147459727387,1.0,1.0,0.5,0.00012391573729863693
9,10.0,0.00012391573729863693,0.0,1.0,-4.5,-0.0005576208178438662
10,11.0,0.00012391573729863693,0.0,1.0,-5.0,-0.0006195786864931846
11,13.0,0.00012391573729863693,1.0,0.0,inf,inf
12,17.0,0.00012391573729863693,1.0,0.0,inf,inf
13,19.0,0.00012391573729863693,0.0,1.0,-9.0,-0.0011152416356877324
14,34.0,0.00012391573729863693,0.0,1.0,-16.5,-0.0020446096654275093
15,36.0,0.00012391573729863693,0.0,1.0,-17.5,-0.0021685254027261464
16,49.0,0.00012391573729863693,1.0,0.0,inf,inf
