,Li,lamb,Co,Al,u,eta
0,1.0,0.9380091396781244,2178.0,2542.0,0.42840283241542093,0.4018457722696607
1,2.0,0.0458970792767733,54.0,177.0,-0.19491525423728806,-0.008946040875981233
2,3.0,0.007748857540234452,8.0,31.0,-0.6129032258064515,-0.004749299782724341
3,4.0,0.005761970991456387,4.0,25.0,-1.18,-0.0067991257699185365
4,5.0,0.0009934432743890324,0.0,5.0,-2.0,-0.001986886548778065
5,6.0,0.00019868865487780648,0.0,1.0,-2.5,-0.0004967216371945162
6,8.0,0.0005960659646334195,2.0,1.0,4.5,0.002682296840850388
7,9.0,0.00039737730975561295,1.0,1.0,0.5,0.00019868865487780648
8,14.0,0.00019868865487780648,1.0,0.0,inf,inf
9,23.0,0.00019868865487780648,1.0,0.0,inf,inf
