t,-2.0,-1.0,0.0,1.0,2.0
-2.0,91,3789,1516,428,0
-1.0,1719,76755,9972,3331,1907
0.0,1994,9218,108030,8921,1986
1.0,2020,3517,9106,68750,1637
2.0,0,406,1525,3599,111
