,Li,lamb,Co,Al,u,eta
0,1.0,0.9365763546798029,1429.0,1612.0,0.4432382133995037,0.4151264301604958
1,2.0,0.031096059113300493,31.0,70.0,-0.05714285714285716,-0.0017769176636171717
2,3.0,0.0083128078817734,6.0,21.0,-0.5714285714285714,-0.004750175932441942
3,4.0,0.0033866995073891628,5.0,6.0,0.16666666666666674,0.000564449917898194
4,5.0,0.003694581280788177,5.0,7.0,-0.2142857142857142,-0.0007916959887403234
5,6.0,0.003078817733990148,0.0,10.0,-2.5,-0.00769704433497537
6,7.0,0.0009236453201970443,1.0,2.0,-1.25,-0.0011545566502463053
7,8.0,0.0033866995073891628,1.0,10.0,-3.1,-0.010498768472906405
8,9.0,0.0006157635467980296,0.0,2.0,-4.0,-0.0024630541871921183
9,10.0,0.0012315270935960591,2.0,2.0,0.5,0.0006157635467980296
10,11.0,0.0003078817733990148,0.0,1.0,-5.0,-0.001539408866995074
11,12.0,0.0009236453201970443,0.0,3.0,-5.5,-0.005080049261083744
12,13.0,0.0003078817733990148,1.0,0.0,inf,inf
13,14.0,0.0012315270935960591,0.0,4.0,-6.5,-0.008004926108374385
14,15.0,0.0003078817733990148,1.0,0.0,inf,inf
15,18.0,0.0003078817733990148,1.0,0.0,inf,inf
16,20.0,0.0006157635467980296,0.0,2.0,-9.5,-0.005849753694581281
17,22.0,0.0003078817733990148,0.0,1.0,-10.5,-0.003232758620689655
18,25.0,0.0003078817733990148,1.0,0.0,inf,inf
19,27.0,0.0003078817733990148,0.0,1.0,-13.0,-0.0040024630541871924
20,30.0,0.0006157635467980296,1.0,1.0,0.5,0.0003078817733990148
21,34.0,0.0003078817733990148,1.0,0.0,inf,inf
22,38.0,0.0003078817733990148,1.0,0.0,inf,inf
23,42.0,0.0003078817733990148,0.0,1.0,-20.5,-0.006311576354679803
24,43.0,0.0003078817733990148,0.0,1.0,-21.0,-0.00646551724137931
25,53.0,0.0003078817733990148,1.0,0.0,inf,inf
26,65.0,0.0003078817733990148,1.0,0.0,inf,inf
27,77.0,0.0003078817733990148,1.0,0.0,inf,inf
