side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,0,10,3298,0,0,88,344
DT  ,3,13,39,2920,5,4,337,933
DT+F,3,3,14,312,4,2,38,152
F   ,2749,1830,0,5,976,2402,2,15
