side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,0,41,4042,0,2,155,951
DT  ,4,48,129,3097,12,20,409,1429
DT+F,10,11,65,462,10,8,43,236
F   ,3396,1783,2,22,1759,3276,0,53
