side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,5,15,4773,1,1,129,859
DT  ,7,35,75,3992,9,7,371,1672
DT+F,7,6,32,350,12,8,31,207
F   ,4095,2644,0,23,1652,3462,0,34
