,Li,lamb,Co,Al,u,eta
0,1.0,0.9316493313521546,1746.0,2015.0,0.43325062034739453,0.40363765075455627
1,2.0,0.05794947994056464,68.0,166.0,-0.09036144578313254,-0.005236398789810058
2,3.0,0.00396235760277365,5.0,11.0,-0.3181818181818181,-0.0012607501463370702
3,4.0,0.001733531451213472,2.0,5.0,-0.7,-0.0012134720158494302
4,5.0,0.001733531451213472,3.0,4.0,-0.125,-0.000216691431401684
5,6.0,0.00024764735017335313,1.0,0.0,inf,inf
6,7.0,0.0004952947003467063,0.0,2.0,-3.0,-0.0014858841010401188
7,8.0,0.0009905894006934125,0.0,4.0,-3.5,-0.003467062902426944
8,9.0,0.0009905894006934125,1.0,3.0,-2.5000000000000004,-0.0024764735017335318
9,11.0,0.00024764735017335313,1.0,0.0,inf,inf
