,Li,lamb,Co,Al,u,eta
0,1.0,0.918341307814992,2652.0,3105.0,0.4270531400966184,0.3921805391828275
1,2.0,0.06746411483253588,134.0,289.0,-0.03633217993079585,-0.0024511183589675666
2,3.0,0.007974481658692184,17.0,33.0,-0.2272727272727273,-0.0018123821951573148
3,4.0,0.001594896331738437,4.0,6.0,-0.16666666666666674,-0.00026581605528973963
4,5.0,0.0004784688995215311,1.0,2.0,-0.75,-0.0003588516746411483
5,6.0,0.0004784688995215311,1.0,2.0,-1.0,-0.0004784688995215311
6,7.0,0.0006379585326953748,0.0,4.0,-3.0,-0.0019138755980861242
7,8.0,0.0011164274322169058,3.0,4.0,-0.5,-0.0005582137161084529
8,9.0,0.0003189792663476874,2.0,0.0,inf,inf
9,10.0,0.0003189792663476874,2.0,0.0,inf,inf
10,12.0,0.0004784688995215311,0.0,3.0,-5.5,-0.002631578947368421
11,15.0,0.0001594896331738437,1.0,0.0,inf,inf
12,16.0,0.0001594896331738437,0.0,1.0,-7.5,-0.0011961722488038277
13,17.0,0.0001594896331738437,1.0,0.0,inf,inf
14,19.0,0.0001594896331738437,1.0,0.0,inf,inf
15,22.0,0.0001594896331738437,1.0,0.0,inf,inf
