,Li,lamb,Co,Al,u,eta
0,1.0,0.8516431924882629,2170.0,2364.0,0.4589678510998308,0.3908768459601376
1,2.0,0.1267605633802817,177.0,498.0,-0.14457831325301207,-0.018326828440522656
2,3.0,0.012582159624413145,17.0,50.0,-0.4899999999999999,-0.00616525821596244
3,4.0,0.0041314553990610325,9.0,13.0,-0.11538461538461542,-0.00047670639219935006
4,5.0,0.0013145539906103286,3.0,4.0,-0.125,-0.00016431924882629107
5,6.0,0.0007511737089201878,2.0,2.0,0.5,0.0003755868544600939
6,7.0,0.0005633802816901409,1.0,2.0,-1.25,-0.0007042253521126761
7,8.0,0.0007511737089201878,3.0,1.0,8.5,0.006384976525821596
8,9.0,0.00018779342723004695,0.0,1.0,-4.0,-0.0007511737089201878
9,10.0,0.00018779342723004695,1.0,0.0,inf,inf
10,12.0,0.00018779342723004695,0.0,1.0,-5.5,-0.0010328638497652581
11,16.0,0.00018779342723004695,1.0,0.0,inf,inf
12,17.0,0.00018779342723004695,0.0,1.0,-8.0,-0.0015023474178403756
13,18.0,0.00018779342723004695,0.0,1.0,-8.5,-0.001596244131455399
14,22.0,0.00018779342723004695,0.0,1.0,-10.5,-0.001971830985915493
15,30.0,0.00018779342723004695,1.0,0.0,inf,inf
