side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,4,16,14,3451,3,4,110,357
DT  ,9,57,65,3748,20,28,402,1059
DT+F,7,9,32,378,12,17,44,169
F   ,2686,2305,0,43,1218,2952,1,62
