,Li,lamb,Co,Al,u,eta
0,1.0,0.8896430367018602,1694.0,1844.0,0.45932754880694143,0.40863755536142926
1,2.0,0.08722976370035193,71.0,276.0,-0.24275362318840576,-0.02117534118812891
2,3.0,0.011814982403217697,9.0,38.0,-0.6447368421052633,-0.007617554444179832
3,4.0,0.004273504273504274,4.0,13.0,-0.8846153846153846,-0.003780407626561473
4,5.0,0.002011060834590246,2.0,6.0,-1.166666666666667,-0.0023462376403552876
5,6.0,0.0017596782302664656,1.0,6.0,-2.0,-0.003519356460532931
6,7.0,0.0017596782302664656,1.0,6.0,-2.416666666666667,-0.004252555723143959
7,8.0,0.0005027652086475615,1.0,1.0,0.5,0.00025138260432378077
8,12.0,0.0005027652086475615,0.0,2.0,-5.5,-0.0027652086475615885
9,13.0,0.00025138260432378077,0.0,1.0,-6.0,-0.0015082956259426846
10,55.0,0.00025138260432378077,1.0,0.0,inf,inf
