,Li,lamb,Co,Al,u,eta
0,1.0,0.9244677054835256,3525.0,4246.0,0.4150965614696185,0.38374336573591944
1,2.0,0.0542405138574997,141.0,315.0,-0.05238095238095242,-0.0028411697734880815
2,3.0,0.008921137147615082,21.0,54.0,-0.41666666666666674,-0.0037171404781729516
3,4.0,0.004163197335553705,13.0,22.0,-0.3181818181818181,-0.0013246536976761786
4,5.0,0.0016652789342214821,6.0,8.0,-0.125,-0.00020815986677768527
5,6.0,0.0015463304389199478,1.0,12.0,-2.25,-0.0034792434875698824
6,7.0,0.0014273819436184131,2.0,10.0,-2.3000000000000003,-0.0032829784703223507
7,8.0,0.00107053645771381,0.0,9.0,-3.5,-0.003746877601998335
8,9.0,0.00047579398120613773,0.0,4.0,-4.0,-0.001903175924824551
9,10.0,0.0011894849530153444,2.0,8.0,-3.25,-0.0038658260972998693
10,11.0,0.00023789699060306887,0.0,2.0,-5.0,-0.0011894849530153444
11,12.0,0.00023789699060306887,0.0,2.0,-5.5,-0.0013084334483168788
12,14.0,0.00011894849530153443,0.0,1.0,-6.5,-0.0007731652194599738
13,16.0,0.00011894849530153443,0.0,1.0,-7.5,-0.0008921137147615083
14,81.0,0.00011894849530153443,1.0,0.0,inf,inf
