t,-2.0,-1.0,0.0,1.0,2.0
-2.0,8194,7042,1585,268,3
-1.0,3692,96942,10255,614,1608
0.0,3648,8125,188066,7859,3850
1.0,1554,710,9971,101172,3916
2.0,4,292,1671,7410,8515
