,Li,lamb,Co,Al,u,eta
0,1.0,0.955548499761867,2851.0,3167.0,0.450110514682665,0.4301024270320623
1,2.0,0.03905381806635974,84.0,162.0,0.01851851851851849,0.0007232188530807348
2,3.0,0.002857596443879981,5.0,13.0,-0.42307692307692313,-0.0012089831108722997
3,4.0,0.00031751071598666456,0.0,2.0,-1.5,-0.00047626607397999686
4,5.0,0.0006350214319733291,1.0,3.0,-1.166666666666667,-0.0007408583373022175
5,6.0,0.00015875535799333228,0.0,1.0,-2.5,-0.0003968883949833307
6,7.0,0.00015875535799333228,1.0,0.0,inf,inf
7,9.0,0.00031751071598666456,0.0,2.0,-4.0,-0.0012700428639466582
8,12.0,0.00031751071598666456,0.0,2.0,-5.5,-0.001746308937926655
9,13.0,0.00015875535799333228,0.0,1.0,-6.0,-0.0009525321479599937
10,18.0,0.00015875535799333228,0.0,1.0,-8.5,-0.0013494205429433245
11,19.0,0.00015875535799333228,1.0,0.0,inf,inf
12,21.0,0.00015875535799333228,1.0,0.0,inf,inf
