side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,1,6,26,4725,2,2,334,207
DT  ,4,11,110,3724,8,3,628,886
DT+F,1,4,32,893,5,2,152,195
F   ,3609,1579,1,10,1673,3767,1,23
