,Li,lamb,Co,Al,u,eta
0,1.0,0.9290400174939865,4255.0,4241.0,0.5016505541145956,0.4660534395704919
1,2.0,0.0551060572928056,184.0,320.0,0.07499999999999996,0.0041329542969604175
2,3.0,0.0067789197463371965,22.0,40.0,-0.17499999999999993,-0.001186310955609009
3,4.0,0.0014213863984255412,7.0,6.0,0.8333333333333335,0.0011844886653546178
4,5.0,0.0007653619068445222,3.0,4.0,-0.125,-9.567023835556528e-05
5,6.0,0.0004373496610540127,1.0,3.0,-1.5,-0.000656024491581019
6,7.0,0.0005466870763175158,1.0,4.0,-2.125,-0.001161710037174721
7,8.0,0.0009840367373715286,2.0,7.0,-2.357142857142857,-0.0023195151666614605
8,9.0,0.000656024491581019,1.0,5.0,-3.1,-0.002033675923901159
9,10.0,0.000656024491581019,2.0,4.0,-2.0,-0.001312048983162038
10,11.0,0.0007653619068445222,2.0,5.0,-2.8,-0.002143013339164662
11,12.0,0.00021867483052700635,2.0,0.0,inf,inf
12,13.0,0.0004373496610540127,0.0,4.0,-6.0,-0.002624097966324076
13,16.0,0.00010933741526350318,0.0,1.0,-7.5,-0.0008200306144762738
14,17.0,0.00021867483052700635,1.0,1.0,0.5,0.00010933741526350318
15,18.0,0.0007653619068445222,1.0,6.0,-7.0,-0.0053575333479116555
16,19.0,0.00010933741526350318,1.0,0.0,inf,inf
17,20.0,0.00021867483052700635,0.0,2.0,-9.5,-0.0020774108900065602
18,23.0,0.0003280122457905095,2.0,1.0,12.0,0.0039361469494861145
19,25.0,0.00010933741526350318,0.0,1.0,-12.0,-0.001312048983162038
20,26.0,0.00021867483052700635,0.0,2.0,-12.5,-0.0027334353815875794
21,27.0,0.00010933741526350318,0.0,1.0,-13.0,-0.0014213863984255412
