,Li,lamb,Co,Al,u,eta
0,1.0,0.9401036667306585,2129.0,2767.0,0.3847126852186484,0.36166980601184895
1,2.0,0.0347475523133039,64.0,117.0,0.047008547008547064,0.0016334319463518945
2,3.0,0.013246304473027453,11.0,58.0,-0.7155172413793103,-0.00947795923501102
3,4.0,0.003455557688615857,2.0,16.0,-1.25,-0.004319447110769822
4,5.0,0.002879631407179881,4.0,11.0,-1.0909090909090908,-0.00314141608055987
5,6.0,0.000959877135726627,2.0,3.0,-0.5,-0.0004799385678633135
6,7.0,0.0003839508542906508,1.0,1.0,0.5,0.0001919754271453254
7,8.0,0.000959877135726627,1.0,4.0,-2.5,-0.0023996928393165678
8,9.0,0.0003839508542906508,0.0,2.0,-4.0,-0.0015358034171626032
9,10.0,0.0003839508542906508,0.0,2.0,-4.5,-0.0017277788443079286
10,12.0,0.0001919754271453254,0.0,1.0,-5.5,-0.0010558648492992896
11,13.0,0.0005759262814359762,1.0,2.0,-2.75,-0.0015837972739489346
12,14.0,0.0001919754271453254,0.0,1.0,-6.5,-0.001247840276444615
13,16.0,0.0005759262814359762,0.0,3.0,-7.5,-0.004319447110769822
14,17.0,0.0003839508542906508,1.0,1.0,0.5,0.0001919754271453254
15,18.0,0.0001919754271453254,0.0,1.0,-8.5,-0.0016317911307352658
16,23.0,0.0001919754271453254,0.0,1.0,-11.0,-0.0021117296985985793
17,29.0,0.0001919754271453254,0.0,1.0,-14.0,-0.0026876559800345554
