,Li,lamb,Co,Al,u,eta
0,1.0,0.9141327866985537,3915.0,4111.0,0.4761615178788616,0.43527485525721693
1,2.0,0.06730440724291083,204.0,387.0,0.027131782945736482,0.001826088568606111
2,3.0,0.00933834415214668,35.0,47.0,0.11702127659574463,0.0010927849539746112
3,4.0,0.0021637626693998407,9.0,10.0,0.30000000000000004,0.0006491288008199524
4,5.0,0.0020498804236419544,9.0,9.0,0.5,0.0010249402118209772
5,6.0,0.0009110579660630908,2.0,6.0,-1.5,-0.0013665869490946361
6,7.0,0.0004555289830315454,2.0,2.0,0.5,0.0002277644915157727
7,8.0,0.0002277644915157727,1.0,1.0,0.5,0.00011388224575788635
8,9.0,0.0012527047033367498,3.0,8.0,-2.3125,-0.002896879626466234
9,10.0,0.0002277644915157727,0.0,2.0,-4.5,-0.0010249402118209772
10,12.0,0.00011388224575788635,0.0,1.0,-5.5,-0.0006263523516683749
11,13.0,0.00011388224575788635,0.0,1.0,-6.0,-0.0006832934745473181
12,14.0,0.00011388224575788635,0.0,1.0,-6.5,-0.0007402345974262612
13,16.0,0.00011388224575788635,0.0,1.0,-7.5,-0.0008541168431841476
14,17.0,0.00034164673727365904,0.0,3.0,-8.0,-0.0027331738981892723
15,18.0,0.00011388224575788635,0.0,1.0,-8.5,-0.000967999088942034
16,21.0,0.00011388224575788635,0.0,1.0,-10.0,-0.0011388224575788635
17,23.0,0.0002277644915157727,0.0,2.0,-11.0,-0.0025054094066734997
18,28.0,0.00011388224575788635,0.0,1.0,-13.5,-0.0015374103177314658
19,34.0,0.00011388224575788635,0.0,1.0,-16.5,-0.0018790570550051248
20,35.0,0.0002277644915157727,0.0,2.0,-17.0,-0.003871996355768136
21,36.0,0.00011388224575788635,0.0,1.0,-17.5,-0.0019929393007630113
22,45.0,0.00011388224575788635,1.0,0.0,inf,inf
