,Li,lamb,Co,Al,u,eta
0,1.0,0.8513238289205702,592.0,661.0,0.44780635400907715,0.3812282199099679
1,2.0,0.12016293279022404,68.0,109.0,0.12385321100917435,0.014882565070348854
2,3.0,0.020366598778004074,12.0,18.0,0.0,0.0
3,4.0,0.0033944331296673455,2.0,3.0,-0.16666666666666674,-0.0005657388549445578
4,5.0,0.0006788866259334691,1.0,0.0,inf,inf
5,7.0,0.0006788866259334691,1.0,0.0,inf,inf
6,9.0,0.0006788866259334691,0.0,1.0,-4.0,-0.0027155465037338763
7,13.0,0.0006788866259334691,0.0,1.0,-6.0,-0.004073319755600814
8,20.0,0.0006788866259334691,0.0,1.0,-9.5,-0.006449422946367956
9,29.0,0.0006788866259334691,0.0,1.0,-14.0,-0.009504412763068567
10,39.0,0.0006788866259334691,0.0,1.0,-19.0,-0.012898845892735912
