,Li,lamb,Co,Al,u,eta
0,1.0,0.9193837870176488,2694.0,3452.0,0.39020857473928156,0.3587514371705599
1,2.0,0.05249775650613222,110.0,241.0,-0.043568464730290524,-0.0022872466527568015
2,3.0,0.008824409213281485,19.0,40.0,-0.2875000000000001,-0.0025370176488184277
3,4.0,0.004187855219862399,7.0,21.0,-0.8333333333333335,-0.003489879349885333
4,5.0,0.0028417588991923423,5.0,14.0,-1.107142857142857,-0.00314623306696295
5,6.0,0.0008973975471133712,2.0,4.0,-1.0,-0.0008973975471133712
6,7.0,0.0008973975471133712,2.0,4.0,-1.25,-0.001121746933891714
7,8.0,0.0008973975471133712,1.0,5.0,-2.7,-0.0024229733772061024
8,9.0,0.00014956625785222854,0.0,1.0,-4.0,-0.0005982650314089142
9,10.0,0.0007478312892611427,2.0,3.0,-1.166666666666667,-0.0008724698374713334
10,11.0,0.0007478312892611427,2.0,3.0,-1.3333333333333335,-0.0009971083856815238
11,12.0,0.0010469638049655997,4.0,3.0,2.4999999999999996,0.002617409512413999
12,13.0,0.0005982650314089142,2.0,2.0,0.5,0.0002991325157044571
13,14.0,0.0004486987735566856,2.0,1.0,7.5,0.003365240801675142
14,15.0,0.00014956625785222854,0.0,1.0,-7.0,-0.0010469638049655997
15,16.0,0.0007478312892611427,1.0,4.0,-5.5,-0.004113072090936285
16,17.0,0.0002991325157044571,0.0,2.0,-8.0,-0.0023930601256356566
17,18.0,0.00014956625785222854,0.0,1.0,-8.5,-0.0012713131917439426
18,19.0,0.00014956625785222854,0.0,1.0,-9.0,-0.0013460963206700569
19,21.0,0.00014956625785222854,1.0,0.0,inf,inf
20,22.0,0.0002991325157044571,2.0,0.0,inf,inf
21,23.0,0.00014956625785222854,0.0,1.0,-11.0,-0.001645228836374514
22,24.0,0.00014956625785222854,1.0,0.0,inf,inf
23,30.0,0.00014956625785222854,0.0,1.0,-14.5,-0.0021687107388573138
24,35.0,0.00014956625785222854,0.0,1.0,-17.0,-0.002542626383487885
25,36.0,0.0004486987735566856,0.0,3.0,-17.5,-0.007852228537241998
26,39.0,0.00014956625785222854,0.0,1.0,-19.0,-0.0028417588991923423
27,40.0,0.0005982650314089142,4.0,0.0,inf,inf
28,42.0,0.00014956625785222854,1.0,0.0,inf,inf
29,44.0,0.00014956625785222854,0.0,1.0,-21.5,-0.0032156745438229137
30,45.0,0.00014956625785222854,1.0,0.0,inf,inf
31,47.0,0.00014956625785222854,0.0,1.0,-23.0,-0.0034400239306012566
32,49.0,0.00014956625785222854,1.0,0.0,inf,inf
33,51.0,0.00014956625785222854,0.0,1.0,-25.0,-0.0037391564463057133
34,53.0,0.00014956625785222854,1.0,0.0,inf,inf
35,59.0,0.00014956625785222854,0.0,1.0,-29.0,-0.0043374214777146276
36,63.0,0.0002991325157044571,2.0,0.0,inf,inf
37,64.0,0.00014956625785222854,1.0,0.0,inf,inf
38,66.0,0.00014956625785222854,0.0,1.0,-32.5,-0.004860903380197427
39,71.0,0.00014956625785222854,0.0,1.0,-35.0,-0.005234819024827999
40,79.0,0.00014956625785222854,0.0,1.0,-39.0,-0.005833084056236913
