t,-2.0,-1.0,0.0,1.0,2.0
-2.0,13146,9277,2565,588,5
-1.0,5283,220210,15066,1452,2578
0.0,4609,13086,357495,11665,4924
1.0,2538,1334,13601,196550,5465
2.0,5,682,3052,9233,12604
