,Li,lamb,Co,Al,u,eta
0,1.0,0.72018131384886,10682.0,10607.0,0.5035354011501838,0.36263678676975214
1,2.0,0.19501386915634936,2076.0,3689.0,0.0627541339116292,0.012237926459662485
2,3.0,0.05635613287328327,560.0,1106.0,-0.240506329113924,-0.013554006640409897
3,4.0,0.017657803937487313,163.0,359.0,-0.5919220055710306,-0.010452042720657532
4,5.0,0.005885934645829105,64.0,110.0,-0.5454545454545454,-0.0032105098068158752
5,6.0,0.0023679047425749274,32.0,38.0,0.02631578947368407,6.231328269933986e-05
6,7.0,0.001082470739462824,10.0,22.0,-1.409090909090909,-0.001525299678333979
7,8.0,0.0005750625803396252,5.0,12.0,-1.833333333333333,-0.0010542813972893128
8,9.0,0.00043975373790677223,2.0,11.0,-3.1818181818181817,-0.0013992164387942752
9,10.0,0.00016913605304106624,1.0,4.0,-3.25,-0.0005496921723834653
10,11.0,0.00010148163182463974,0.0,3.0,-5.0,-0.0005074081591231987
11,12.0,6.76544212164265e-05,1.0,1.0,0.5,3.382721060821325e-05
12,17.0,3.382721060821325e-05,0.0,1.0,-8.0,-0.000270617684865706
13,30.0,3.382721060821325e-05,0.0,1.0,-14.5,-0.0004904945538190921
14,42.0,3.382721060821325e-05,1.0,0.0,inf,inf
