,Li,lamb,Co,Al,u,eta
0,1.0,0.9725867599883348,1249.0,2085.0,0.29952038369304557,0.291309559526482
1,2.0,0.018955963837853602,12.0,53.0,-0.2735849056603774,-0.005186065578280703
2,3.0,0.0026246719160104987,2.0,7.0,-0.5714285714285714,-0.0014998125234345705
3,4.0,0.003499562554680665,2.0,10.0,-1.1,-0.0038495188101487316
4,5.0,0.0005832604257801109,0.0,2.0,-2.0,-0.0011665208515602217
5,6.0,0.0005832604257801109,1.0,1.0,0.5,0.00029163021289005544
6,7.0,0.00029163021289005544,0.0,1.0,-3.0,-0.0008748906386701664
7,9.0,0.00029163021289005544,1.0,0.0,inf,inf
8,11.0,0.00029163021289005544,0.0,1.0,-5.0,-0.0014581510644502771
9,18.0,0.00029163021289005544,1.0,0.0,inf,inf
