,Li,lamb,Co,Al,u,eta
0,1.0,0.9666857306262511,3088.0,3672.0,0.420479302832244,0.40647134207160446
1,2.0,0.02259079210752073,47.0,111.0,-0.07657657657657657,-0.0017299255217470828
2,3.0,0.0037174721189591076,6.0,20.0,-0.5499999999999998,-0.0020446096654275084
3,4.0,0.0014297969688304261,6.0,4.0,1.5,0.0021446954532456392
4,5.0,0.0007148984844152131,1.0,4.0,-1.375,-0.000982985416070918
5,6.0,0.0012868172719473834,1.0,8.0,-2.125,-0.00273448670288819
6,7.0,0.0020017157563625965,0.0,14.0,-3.0,-0.006005147269087789
7,8.0,0.0005719187875321705,0.0,4.0,-3.5,-0.0020017157563625965
8,9.0,0.00028595939376608524,0.0,2.0,-4.0,-0.001143837575064341
9,10.0,0.00014297969688304262,0.0,1.0,-4.5,-0.0006434086359736918
10,12.0,0.00014297969688304262,0.0,1.0,-5.5,-0.0007863883328567344
11,17.0,0.00014297969688304262,1.0,0.0,inf,inf
12,23.0,0.00014297969688304262,1.0,0.0,inf,inf
13,34.0,0.00014297969688304262,1.0,0.0,inf,inf
