,Li,lamb,Co,Al,u,eta
0,1.0,0.9545880149812734,1592.0,2485.0,0.3203219315895372,0.3057754768310236
1,2.0,0.02200374531835206,26.0,68.0,-0.11764705882352944,-0.0025886759198061253
2,3.0,0.0032771535580524347,4.0,10.0,-0.3999999999999999,-0.0013108614232209736
3,4.0,0.0025749063670411983,4.0,7.0,-0.3571428571428572,-0.0009196094168004281
4,5.0,0.0016385767790262173,2.0,5.0,-1.0,-0.0016385767790262173
5,6.0,0.0014044943820224719,1.0,5.0,-1.9000000000000004,-0.002668539325842697
6,7.0,0.002106741573033708,3.0,6.0,-1.25,-0.0026334269662921348
7,8.0,0.0023408239700374533,1.0,9.0,-3.0555555555555554,-0.007152517686225551
8,9.0,0.0018726591760299626,0.0,8.0,-4.0,-0.00749063670411985
9,10.0,0.0014044943820224719,0.0,6.0,-4.5,-0.006320224719101123
10,11.0,0.00023408239700374532,0.0,1.0,-5.0,-0.0011704119850187266
11,12.0,0.0016385767790262173,1.0,6.0,-4.5,-0.007373595505617978
12,13.0,0.00023408239700374532,0.0,1.0,-6.0,-0.0014044943820224719
13,14.0,0.0009363295880149813,0.0,4.0,-6.5,-0.006086142322097378
14,15.0,0.0009363295880149813,1.0,3.0,-4.500000000000001,-0.0042134831460674165
15,16.0,0.0014044943820224719,0.0,6.0,-7.5,-0.010533707865168539
16,17.0,0.0007022471910112359,1.0,2.0,-3.75,-0.0026334269662921348
17,19.0,0.00023408239700374532,0.0,1.0,-9.0,-0.002106741573033708
18,39.0,0.00023408239700374532,1.0,0.0,inf,inf
19,69.0,0.00023408239700374532,1.0,0.0,inf,inf
