,Li,lamb,Co,Al,u,eta
0,1.0,0.9472227712986756,2027.0,2764.0,0.3666787264833575,0.34732643947583497
1,2.0,0.03320814390195691,44.0,124.0,-0.14516129032258063,-0.004820537018026002
2,3.0,0.007313698359359557,14.0,23.0,-0.08695652173913038,-0.0006359737703790915
3,4.0,0.00494168808064835,4.0,21.0,-1.119047619047619,-0.005529984280725534
4,5.0,0.0027673453251630758,4.0,10.0,-1.0,-0.0027673453251630758
5,6.0,0.0019766752322593396,1.0,9.0,-2.1666666666666665,-0.004282796336561902
6,7.0,0.0005930025696778019,1.0,2.0,-1.25,-0.0007412532120972524
7,8.0,0.000395335046451868,0.0,2.0,-3.5,-0.0013836726625815379
8,9.0,0.000395335046451868,0.0,2.0,-4.0,-0.001581340185807472
9,10.0,0.000395335046451868,0.0,2.0,-4.5,-0.001779007709033406
10,11.0,0.000395335046451868,0.0,2.0,-5.0,-0.00197667523225934
11,12.0,0.000197667523225934,0.0,1.0,-5.5,-0.001087171377742637
12,22.0,0.000197667523225934,1.0,0.0,inf,inf
