,Li,lamb,Co,Al,u,eta
0,1.0,0.9634221946683199,1879.0,2782.0,0.33770668583752694,0.32535411642375506
1,2.0,0.021285389543294068,26.0,77.0,-0.16233766233766234,-0.003455420380404881
2,3.0,0.002893159743748708,4.0,10.0,-0.3999999999999999,-0.001157263897499483
3,4.0,0.0020665426741062203,3.0,7.0,-0.6428571428571428,-0.0013284917190682843
4,5.0,0.0035131225459805746,2.0,15.0,-1.666666666666667,-0.0058552042433009585
5,6.0,0.0008266170696424882,2.0,2.0,0.5,0.0004133085348212441
6,7.0,0.0010332713370531101,3.0,2.0,2.25,0.0023248605083694977
7,8.0,0.001446579871874354,1.0,6.0,-2.8333333333333335,-0.00409864297031067
8,9.0,0.0008266170696424882,1.0,3.0,-2.5000000000000004,-0.0020665426741062207
9,10.0,0.00020665426741062204,0.0,1.0,-4.5,-0.0009299442033477991
10,11.0,0.0010332713370531101,2.0,3.0,-1.3333333333333335,-0.0013776951160708137
11,14.0,0.0004133085348212441,1.0,1.0,0.5,0.00020665426741062204
12,15.0,0.0008266170696424882,0.0,4.0,-7.0,-0.005786319487497417
13,40.0,0.00020665426741062204,1.0,0.0,inf,inf
