side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,108,136,282,7836,58,36,777,1922
DT  ,71,284,457,6064,114,58,1352,2703
DT+F,76,60,235,1878,54,40,471,778
F   ,5686,3299,11,361,4989,7190,7,394
