,Li,lamb,Co,Al,u,eta
0,1.0,0.958278364116095,2028.0,3782.0,0.2681121099947118,0.25692603416544696
1,2.0,0.033641160949868076,17.0,187.0,-0.40909090909090906,-0.01376229311585512
2,3.0,0.005277044854881266,5.0,27.0,-0.7222222222222223,-0.003811199061858693
3,4.0,0.0008245382585751979,4.0,1.0,6.5,0.005359498680738786
4,5.0,0.0006596306068601583,2.0,2.0,0.5,0.00032981530343007914
5,6.0,0.00032981530343007914,1.0,1.0,0.5,0.00016490765171503957
6,7.0,0.0004947229551451188,0.0,3.0,-3.0,-0.0014841688654353563
7,9.0,0.00016490765171503957,1.0,0.0,inf,inf
8,11.0,0.00016490765171503957,1.0,0.0,inf,inf
9,16.0,0.00016490765171503957,1.0,0.0,inf,inf
