,Li,lamb,Co,Al,u,eta
0,1.0,0.8541114058355438,1252.0,1323.0,0.47316704459561604,0.40413736965461106
1,2.0,0.1177055702917772,130.0,225.0,0.07777777777777772,0.009154877689360442
2,3.0,0.020225464190981434,27.0,34.0,0.19117647058823523,0.003866632860040567
3,4.0,0.004310344827586207,5.0,8.0,-0.25,-0.0010775862068965517
4,5.0,0.0009946949602122016,1.0,2.0,-0.75,-0.0007460212201591513
5,6.0,0.000663129973474801,0.0,2.0,-2.5,-0.0016578249336870025
6,7.0,0.0003315649867374005,1.0,0.0,inf,inf
7,8.0,0.0003315649867374005,0.0,1.0,-3.5,-0.0011604774535809018
8,9.0,0.000663129973474801,0.0,2.0,-4.0,-0.002652519893899204
9,10.0,0.0003315649867374005,0.0,1.0,-4.5,-0.0014920424403183023
10,13.0,0.0003315649867374005,1.0,0.0,inf,inf
