side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,0,2,888,0,1,74,43
DT  ,1,1,32,1772,2,2,233,455
DT+F,0,1,9,294,0,0,38,46
F   ,638,982,0,2,367,1512,0,3
