,Li,lamb,Co,Al,u,eta
0,1.0,0.9819634114918835,1208.0,2602.0,0.23212913143735592,0.22794231381287383
1,2.0,0.013913939706261274,5.0,49.0,-0.3979591836734694,-0.005537180087185609
2,3.0,0.001545993300695697,1.0,5.0,-0.7000000000000002,-0.001082195310486988
3,4.0,0.000515331100231899,1.0,1.0,0.5,0.0002576655501159495
4,6.0,0.0002576655501159495,1.0,0.0,inf,inf
5,7.0,0.000515331100231899,0.0,2.0,-3.0,-0.001545993300695697
6,8.0,0.0002576655501159495,1.0,0.0,inf,inf
7,10.0,0.0002576655501159495,0.0,1.0,-4.5,-0.0011594949755217728
8,11.0,0.0002576655501159495,0.0,1.0,-5.0,-0.0012883277505797476
9,12.0,0.0002576655501159495,0.0,1.0,-5.5,-0.0014171605256377224
10,17.0,0.0002576655501159495,1.0,0.0,inf,inf
