side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,1,8,7724,1,1,499,69
DT  ,0,11,145,5716,2,0,919,1082
DT+F,2,3,42,1371,1,2,205,193
F   ,4885,2083,1,8,3411,5775,0,9
