side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,2,3,22,7132,0,0,564,93
DT  ,3,10,159,5605,2,3,1027,1085
DT+F,4,8,64,1465,1,1,270,294
F   ,4621,2235,1,10,3184,5634,0,10
