,Li,lamb,Co,Al,u,eta
0,1.0,0.9412798874824191,3214.0,4816.0,0.3336794019933555,0.31408570996350654
1,2.0,0.03809188935771214,77.0,248.0,-0.189516129032258,-0.00721902741859867
2,3.0,0.007969995311767463,14.0,54.0,-0.6111111111111112,-0.004870552690524561
3,4.0,0.0033989685888420064,12.0,17.0,-0.08823529411764697,-0.0002999089931331179
4,5.0,0.0023441162681669013,9.0,11.0,0.04545454545454558,0.00010655073946213217
5,6.0,0.0023441162681669013,3.0,17.0,-1.9705882352941178,-0.004619287940211247
6,7.0,0.0010548523206751054,1.0,8.0,-2.5625,-0.0027030590717299578
7,8.0,0.00035161744022503517,0.0,3.0,-3.5,-0.0012306610407876231
8,9.0,0.0009376465072667605,0.0,8.0,-4.0,-0.003750586029067042
9,10.0,0.00035161744022503517,1.0,2.0,-2.0,-0.0007032348804500703
10,11.0,0.00023441162681669012,2.0,0.0,inf,inf
11,12.0,0.0009376465072667605,0.0,8.0,-5.5,-0.005157055789967183
12,16.0,0.00023441162681669012,2.0,0.0,inf,inf
13,28.0,0.00023441162681669012,2.0,0.0,inf,inf
14,35.0,0.00011720581340834506,1.0,0.0,inf,inf
15,46.0,0.00011720581340834506,0.0,1.0,-22.5,-0.002637130801687764
