,Li,lamb,Co,Al,u,eta
0,1.0,0.9669392108069677,9166.0,18033.0,0.25414517828425665,0.2457429381205752
1,2.0,0.028759331674369,164.0,645.0,-0.24573643410852708,-0.007067215613003853
2,3.0,0.0029505865623889087,31.0,52.0,-0.10576923076923084,-0.000312081271021904
3,4.0,0.0007465339495200854,10.0,11.0,0.3181818181818181,0.00023753352939275438
4,5.0,0.0002132954141485958,5.0,1.0,10.5,0.002239601848560256
5,6.0,0.00017774617845716317,1.0,4.0,-1.75,-0.0003110558123000355
6,7.0,0.0001066477070742979,2.0,1.0,4.0,0.0004265908282971916
7,8.0,3.554923569143263e-05,1.0,0.0,inf,inf
8,10.0,3.554923569143263e-05,1.0,0.0,inf,inf
9,11.0,3.554923569143263e-05,1.0,0.0,inf,inf
