,Li,lamb,Co,Al,u,eta
0,1.0,0.9514471575374752,3618.0,6473.0,0.27946856171790513,0.2658995686675873
1,2.0,0.03139436221363251,63.0,270.0,-0.2666666666666666,-0.008371829923635334
2,3.0,0.005939473932308852,10.0,53.0,-0.7169811320754718,-0.004258490743919555
3,4.0,0.002451211464127463,4.0,22.0,-1.1363636363636362,-0.0027854675728721167
4,5.0,0.0016969925520882436,5.0,13.0,-1.0384615384615385,-0.00176226149639933
5,6.0,0.0012256057320637315,4.0,9.0,-1.1666666666666667,-0.0014298733540743535
6,7.0,0.001131328368058829,5.0,7.0,-0.5,-0.0005656641840294145
7,8.0,0.001131328368058829,4.0,8.0,-1.5,-0.0016969925520882436
8,9.0,0.0010370510040539267,0.0,11.0,-4.0,-0.004148204016215707
9,10.0,9.427736400490242e-05,0.0,1.0,-4.5,-0.0004242481380220609
10,12.0,0.00018855472800980485,1.0,1.0,0.5,9.427736400490242e-05
11,13.0,0.00018855472800980485,0.0,2.0,-6.0,-0.001131328368058829
12,14.0,9.427736400490242e-05,0.0,1.0,-6.5,-0.0006128028660318658
13,15.0,0.0002828320920147073,0.0,3.0,-7.0,-0.001979824644102951
14,16.0,0.0003771094560196097,0.0,4.0,-7.5,-0.0028283209201470727
15,17.0,9.427736400490242e-05,1.0,0.0,inf,inf
16,18.0,0.00018855472800980485,0.0,2.0,-8.5,-0.0016027151880833412
17,19.0,9.427736400490242e-05,1.0,0.0,inf,inf
18,20.0,9.427736400490242e-05,0.0,1.0,-9.5,-0.000895634958046573
19,22.0,9.427736400490242e-05,0.0,1.0,-10.5,-0.0009899123220514755
20,23.0,9.427736400490242e-05,0.0,1.0,-11.0,-0.0010370510040539267
21,24.0,0.0002828320920147073,0.0,3.0,-11.5,-0.003252569058169134
22,28.0,9.427736400490242e-05,0.0,1.0,-13.5,-0.0012727444140661827
23,30.0,9.427736400490242e-05,1.0,0.0,inf,inf
24,32.0,9.427736400490242e-05,1.0,0.0,inf,inf
25,50.0,9.427736400490242e-05,1.0,0.0,inf,inf
