,Li,lamb,Co,Al,u,eta
0,1.0,0.973726889393448,2416.0,3587.0,0.3367716754948425,0.32792363601541263
1,2.0,0.019461563412260786,21.0,99.0,-0.28787878787878785,-0.005602571285347802
2,3.0,0.0035679532922478106,9.0,13.0,0.038461538461538436,0.00013722897277876185
3,4.0,0.000810898475510866,1.0,4.0,-1.0,-0.000810898475510866
4,5.0,0.0009730781706130393,2.0,4.0,-0.75,-0.0007298086279597794
5,6.0,0.0006487187804086928,2.0,2.0,0.5,0.0003243593902043464
6,9.0,0.0001621796951021732,0.0,1.0,-4.0,-0.0006487187804086928
7,10.0,0.0001621796951021732,0.0,1.0,-4.5,-0.0007298086279597794
8,13.0,0.0003243593902043464,1.0,1.0,0.5,0.0001621796951021732
9,14.0,0.0001621796951021732,0.0,1.0,-6.5,-0.0010541680181641259
