t,-2.0,-1.0,0.0,1.0,2.0
-2.0,19838,13262,5348,1231,10
-1.0,8092,188987,12872,1214,4457
0.0,7485,10731,250887,10778,7932
1.0,4263,1200,13038,186248,8221
2.0,11,1442,5668,13499,19506
