side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,1,5,5268,1,2,159,127
DT  ,2,10,47,3900,5,3,366,869
DT+F,1,3,15,474,0,0,76,99
F   ,4070,2268,0,5,1483,2916,0,14
