,Li,lamb,Co,Al,u,eta
0,1.0,0.9803641556586933,1132.0,1614.0,0.3506815365551425,0.3437956084899755
1,2.0,0.018921813637986434,8.0,44.0,-0.3181818181818181,-0.006020577066632046
2,3.0,0.0007140307033202428,0.0,2.0,-1.0,-0.0007140307033202428
